@context,@type,image,name,sku,gtin13,description,model,brand,offers,review,aggregateRating,imageLinks
https://schema.org,Product,https://i5.walmartimages.com/seo/Equate-Sport-Broad-Spectrum-Sunscreen-Spray-SPF-50-Twin-Pack_adb16941-d673-4e44-bc56-a667f2fc120b.e4fed60aad7a54788b70487031f73871.jpeg,"Equate Sport Broad Spectrum Sunscreen Spray, SPF 50, Twin Pack",963321253,681131081641,"<p>Equate Sport Broad Spectrum Sunscreen is uniquely formulated to provide superior protection against the sun's damaging rays. Studies show that applying sunscreen can significantly decrease the risk of skin cancer and early skin aging caused by natural sun exposure. Protect your skin with our powerful, quick-absorbing, long-lasting SPF 50 spray sunscreen that is designed to spray on soft and evenly and stay on strong. Whether you're hiking up mountains, running outside, or just getting some well-deserved rest and relaxation at a scenic beach, our sweat and water-resistant, grease-free formula keeps you protected for up to 80 minutes. Traditional lotion sunscreen can be difficult and time consuming to apply. That's why spray sunscreen is perfect for fast and effective application for all those tough-to-reach places. Have fun in the sun with protection you can trust with Equate Sport Broad Spectrum Sunscreen. Making the right health decisions can be challenging. With a complete range of products and simple solutions, Equate allows you to take care of your family with confidence.</p>",EQ08164,"{'@type': 'Brand', 'name': 'Equate'}","{'@type': 'Offer', 'url': 'https://www.walmart.com/ip/Equate-Sport-Broad-Spectrum-Sunscreen-Spray-SPF-50-Twin-Pack/963321253', 'priceCurrency': 'USD', 'price': 7.88, 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': 'https://schema.org/OnSitePickup'}","[{'@type': 'Review', 'name': 'Happy I purchased', 'datePublished': 'July 24, 2023', 'reviewBody': ""First time usage and I decided to try the spray. Pleasant smell, worked well. Make sure you reapply as directed and I bought two since you have to reapply, so if you're going to need it for a vacay or swimming, I'd keep enough on hand. I will purchase again. Very easy to apply"", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 5, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Rose'}}, {'@type': 'Review', 'name': None, 'datePublished': 'August 22, 2023', 'reviewBody': ""Price is great , quality is just like other high end sun screens , not much of a difference , easy to use , only thing I would add is just the scent is very strong and not the easiest but hey it's sunscreen so I'm not going to cry in the corner about something as minimal as that"", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 5, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'David'}}, {'@type': 'Review', 'name': 'reminds me of my favorite brand but half the price', 'datePublished': 'September 22, 2023', 'reviewBody': ""reminds me of my favorite brand sport spray but for a way better price-  smell, coverage, clear spray - checks all the boxes \ni've probably repurchased 4 times"", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 5, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Brittany'}}, {'@type': 'Review', 'name': 'Best inexpensive sunscreen', 'datePublished': 'May 9, 2023', 'reviewBody': ""I have been using Equate sunscreen spray for several years. It's inexpensive and works just like any other sunscreen. I live in Florida and daily sunscreen is a must."", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 5, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Sandy'}}, {'@type': 'Review', 'name': 'Love this product!', 'datePublished': 'September 2, 2023', 'reviewBody': ""This product works well for our entire family and we have multiple skin tones. We use ALOT of sunscreen and this has offered us a great solution for a reasonable price. One word of caution…watch your swimsuit fabric if it's light because repeated application can sometimes cause discoloration. It is really dependent on the fabric."", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 5, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'McFamily'}}, {'@type': 'Review', 'name': 'works the same as the higher priced kind', 'datePublished': 'June 22, 2021', 'reviewBody': 'My son is fair complexion with red hair so you know I know my sunscreens and this works as well as the higher priced ones and ½ the price. I reapply the same amount of times with the expensive brands and it smells the same so of course we buy this often', 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 4, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Will'}}, {'@type': 'Review', 'name': 'Good but not a lot in it.', 'datePublished': 'August 30, 2023', 'reviewBody': ""Works well, but found it to hold only enough for one trip for my family to the shore. One day! That's it!? That's expensive! A whole bottle of lotion sunscreen last the whole trip, not just one day. So this product works well but if you need it for a lot of kids (we have 4) and the parents then you're gonna want to get the lotion not the spray (depending on how much you care about convenience and cost)"", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 4, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Elizabeth'}}, {'@type': 'Review', 'name': 'Skin rash', 'datePublished': 'July 23, 2023', 'reviewBody': 'This sunscreen was a great price which I was very happy about but it seemed to give my 4 year old daughter some sort of skin rash. So we will have to stick to the expensive stuff.', 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 2, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Tara'}}, {'@type': 'Review', 'name': None, 'datePublished': 'July 18, 2023', 'reviewBody': 'Very greasy, felt like hairspray on my hair', 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 2, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Sara'}}, {'@type': 'Review', 'name': ""Ruined Sunglasses, Can't Be Good 4 Skin"", 'datePublished': 'July 3, 2023', 'reviewBody': ""I purchased this multiple times and thought it was a great sunscreen. Sadly, it leaked all over my purse, and I only noticed it 2 days later. It got to my new and pricey sunglasses. Figured it out cause they smell awful of sunscreen. Thought it was just a sticky film on lenses that would wash off. Nope, it permanently ruined the lenses and changed the composition. I can't imagine that the same thing is good for my skin. That's the end of buying this. And the end of my sunglasses. So mad."", 'reviewRating': {'@type': 'Rating', 'worstRating': 1, 'ratingValue': 1, 'bestRating': 5}, 'author': {'@type': 'Person', 'name': 'Karen'}}]","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'bestRating': 5, 'reviewCount': 1019}","['https://i5.walmartimages.com/seo/Equate-Sport-Broad-Spectrum-Sunscreen-Spray-SPF-50-Twin-Pack_adb16941-d673-4e44-bc56-a667f2fc120b.e4fed60aad7a54788b70487031f73871.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/d05833e3-9051-4cdc-b60d-983bb33a68ca.29ffca2833e09eaa11ff8e5beaf25fe0.png?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/f84f9a61-e570-4b39-899c-5ae3b9a3ace3.93a207de00a9a2225b1d985ec0906fd6.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/651eef29-ac3c-4181-bcf7-33cf652f2453.0568d3a905c2c9deae102b2edc7b5354.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/1a328436-febd-4366-a246-16d0e7ea5f74.e8eb23c8dae7c4ef6185f112a5e3c8a1.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/177f7c62-d87c-435e-8a66-df669e758061.d7f468615e2202c393980cc677ada6bf.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/a1eddf6c-0f87-4349-acad-b2b2b8d7ee72.0b6f70cd95d12dd4e44d4512964c6aff.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/b323d80f-9dee-4485-b961-9219dccb7621.a3170351c4a5892d4b979bb2414bff7d.jpeg?odnHeight=80&odnWidth=80&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Equate-Sport-Broad-Spectrum-Sunscreen-Spray-SPF-50-Twin-Pack_adb16941-d673-4e44-bc56-a667f2fc120b.e4fed60aad7a54788b70487031f73871.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF']"
